datetime,air_temp,rel_hum,wind_speed,wind_direction,accum_precip
2022-06-01T00:00:00Z,25.8,79,7.7,224,0
2022-06-01T00:05:00Z,25.8,79,6.8,228,0
2022-06-01T00:10:00Z,25.7,78,9.3,237,0
2022-06-01T00:15:00Z,25.7,78,7.9,239,0
2022-06-01T00:20:00Z,25.6,78,6.6,241,0
2022-06-01T00:25:00Z,25.5,78,7.3,246,0
2022-06-01T00:30:00Z,25.5,78,7,266,0
2022-06-01T00:35:00Z,24.9,68,7.2,289,0
2022-06-01T00:40:00Z,24.5,68,6.9,303,0
2022-06-01T00:45:00Z,24.4,68,5.8,303,0
2022-06-01T00:50:00Z,24.3,68,5.6,303,0
2022-06-01T00:55:00Z,24.3,67,4.8,298,0
2022-06-01T01:00:00Z,24.3,66,4.1,296,0
2022-06-01T01:05:00Z,24.2,66,4.2,295,0
2022-06-01T01:10:00Z,24.2,66,3.8,289,0
2022-06-01T01:15:00Z,24.1,65,4.8,281,0
2022-06-01T01:20:00Z,24.1,65,3.8,277,0
2022-06-01T01:25:00Z,24,66,5.2,280,0
2022-06-01T01:30:00Z,24,65,5,284,0
2022-06-01T01:35:00Z,24,65,4.5,281,0
2022-06-01T01:40:00Z,23.9,66,4.3,282,0
2022-06-01T01:45:00Z,23.9,65,4.9,284,0
2022-06-01T01:50:00Z,23.8,66,3.6,287,0
2022-06-01T01:55:00Z,23.7,67,3.6,284,0
2022-06-01T02:00:00Z,23.7,67,2.6,305,0
2022-06-01T02:05:00Z,23.5,67,4.1,306,0
2022-06-01T02:10:00Z,23.5,68,2.5,306,0
2022-06-01T02:15:00Z,23.4,68,2.2,304,0
2022-06-01T02:20:00Z,23.3,68,2.8,280,0
2022-06-01T02:25:00Z,23.4,65,4.2,280,0
2022-06-01T02:30:00Z,23.5,66,2.8,278,0
2022-06-01T02:35:00Z,23.4,66,2.7,263,0
2022-06-01T02:40:00Z,23.4,67,2.7,253,0
2022-06-01T02:45:00Z,23.3,67,2.2,248,0
2022-06-01T02:50:00Z,23.3,68,2.3,244,0
2022-06-01T02:55:00Z,23.2,68,2.6,235,0
2022-06-01T03:00:00Z,23.2,68,3,232,0
2022-06-01T03:05:00Z,23.1,69,3.2,239,0
2022-06-01T03:10:00Z,23.1,68,3.5,246,0
2022-06-01T03:15:00Z,23.2,67,3.6,246,0
2022-06-01T03:20:00Z,23.2,68,3.3,248,0
2022-06-01T03:25:00Z,23.2,67,4,253,0
2022-06-01T03:30:00Z,23.2,66,4.2,256,0
2022-06-01T03:35:00Z,23.2,66,4.1,256,0
2022-06-01T03:40:00Z,23.1,66,4.3,254,0
2022-06-01T03:45:00Z,23.1,66,4.3,258,0
2022-06-01T03:50:00Z,23.1,66,4,261,0
2022-06-01T03:55:00Z,23,66,3.8,265,0
2022-06-01T04:00:00Z,22.9,67,4.1,261,0
2022-06-01T04:05:00Z,22.9,66,4.4,259,0
2022-06-01T04:10:00Z,22.7,67,4.2,263,0
2022-06-01T04:15:00Z,22.7,66,3.8,271,0
2022-06-01T04:20:00Z,22.7,66,4,269,0
2022-06-01T04:25:00Z,22.6,67,3.5,262,0
2022-06-01T04:30:00Z,22.5,68,3.5,251,0
2022-06-01T04:35:00Z,22.3,71,3.4,238,0
2022-06-01T04:40:00Z,22.1,72,4.5,237,0
2022-06-01T04:45:00Z,22.1,72,4.8,248,0
2022-06-01T04:50:00Z,22.1,69,5.2,259,0
2022-06-01T04:55:00Z,22.1,69,4.1,266,0
2022-06-01T05:00:00Z,22,70,3.7,273,0
2022-06-01T05:05:00Z,21.9,68,5.6,279,0
2022-06-01T05:10:00Z,21.9,68,5.5,288,0
2022-06-01T05:15:00Z,21.8,68,6.3,298,0
2022-06-01T05:20:00Z,21.7,68,6,303,0
2022-06-01T05:25:00Z,21.5,70,5.9,311,0
2022-06-01T05:30:00Z,21.1,73,6.2,312,0
2022-06-01T05:35:00Z,20.9,75,5.8,314,0
2022-06-01T05:40:00Z,20.7,75,5.6,311,0
2022-06-01T05:45:00Z,20.6,75,5.2,310,0
2022-06-01T05:50:00Z,20.5,75,5.2,312,0
2022-06-01T05:55:00Z,20.4,75,4.7,315,0
2022-06-01T06:00:00Z,20.3,76,4.3,317,0
2022-06-01T06:05:00Z,20.2,77,4.2,317,0
2022-06-01T06:10:00Z,20.1,78,4.9,316,0
2022-06-01T06:15:00Z,20,78,4.8,318,0
2022-06-01T06:20:00Z,19.8,80,5.2,318,0
2022-06-01T06:25:00Z,19.7,80,5.1,323,0
2022-06-01T06:30:00Z,19.6,81,5.5,328,0
2022-06-01T06:35:00Z,19.5,81,5.7,327,0
2022-06-01T06:40:00Z,19.4,82,5,325,0
2022-06-01T06:45:00Z,19.2,85,5.8,320,0
2022-06-01T06:50:00Z,19.1,85,6,320,0
2022-06-01T06:55:00Z,19,86,5.9,318,0
2022-06-01T07:00:00Z,18.8,87,6.6,326,0
2022-06-01T07:05:00Z,18.6,86,7,330,0
2022-06-01T07:10:00Z,18.5,87,6.7,329,0
2022-06-01T07:15:00Z,18.3,88,6.5,329,0
2022-06-01T07:20:00Z,18.2,89,5,325,0
2022-06-01T07:25:00Z,18.1,91,3.3,319,0
2022-06-01T07:30:00Z,17.9,92,4,309,0
2022-06-01T07:35:00Z,17.9,90,4.2,309,0
2022-06-01T07:40:00Z,17.8,90,4.2,309,0
2022-06-01T07:45:00Z,17.7,89,5.1,310,0
2022-06-01T07:50:00Z,17.7,88,5.2,308,0
2022-06-01T07:55:00Z,17.6,88,4.2,309,0
2022-06-01T08:00:00Z,17.5,87,4.6,304,0
2022-06-01T08:05:00Z,17.4,86,4.8,304,0
2022-06-01T08:10:00Z,17.3,85,4,305,0
2022-06-01T08:15:00Z,17.1,85,5.5,307,0
2022-06-01T08:20:00Z,17,86,5.9,300,0
2022-06-01T08:25:00Z,16.9,86,6.2,305,0
2022-06-01T08:30:00Z,16.8,86,5.3,305,0
2022-06-01T08:35:00Z,16.8,86,5.5,305,0
2022-06-01T08:40:00Z,16.7,86,5.3,306,0
2022-06-01T08:45:00Z,16.6,87,4.9,307,0
2022-06-01T08:50:00Z,16.4,87,5.9,310,0
2022-06-01T08:55:00Z,16.3,88,5.9,313,0
2022-06-01T09:00:00Z,16.2,89,5.8,316,0
2022-06-01T09:05:00Z,16.1,90,7.1,315,0
2022-06-01T09:10:00Z,16,90,5.5,317,0
2022-06-01T09:15:00Z,15.9,91,5.6,320,0
2022-06-01T09:20:00Z,15.8,92,5,325,0
2022-06-01T09:25:00Z,15.7,92,5.1,326,0
2022-06-01T09:30:00Z,15.6,93,3.8,323,0
2022-06-01T09:35:00Z,15.6,94,3.2,324,0
2022-06-01T09:40:00Z,15.5,94,4.2,327,0
2022-06-01T09:45:00Z,15.4,95,4.4,331,0
2022-06-01T09:50:00Z,15.4,95,4.8,330,0
2022-06-01T09:55:00Z,15.3,96,4.6,330,0
2022-06-01T10:00:00Z,15.2,97,4.7,330,0
2022-06-01T10:05:00Z,15.2,98,4,331,0
2022-06-01T10:10:00Z,15.1,98,3.8,340,0
2022-06-01T10:15:00Z,15.1,100,3.8,347,0
2022-06-01T10:20:00Z,15,99,5.5,340,0
2022-06-01T10:25:00Z,14.8,95,6.6,339,0
2022-06-01T10:30:00Z,14.7,92,7.5,344,0
2022-06-01T10:35:00Z,14.6,91,7.5,347,0
2022-06-01T10:40:00Z,14.6,90,8,349,0
2022-06-01T10:45:00Z,14.5,89,7.3,348,0
2022-06-01T10:50:00Z,14.5,88,6.9,342,0
2022-06-01T10:55:00Z,14.4,87,7.2,342,0
2022-06-01T11:00:00Z,14.4,87,5.4,336,0
2022-06-01T11:05:00Z,14.3,86,6.3,333,0
2022-06-01T11:10:00Z,14.3,86,5.2,330,0
2022-06-01T11:15:00Z,14.3,86,5.2,328,0
2022-06-01T11:20:00Z,14.2,87,5.2,330,0
2022-06-01T11:25:00Z,14.1,88,4.6,334,0
2022-06-01T11:30:00Z,14.1,88,5.4,339,0
2022-06-01T11:35:00Z,14.1,88,4.6,339,0
2022-06-01T11:40:00Z,14,87,5.2,338,0
2022-06-01T11:45:00Z,14,87,4.7,336,0
2022-06-01T11:50:00Z,14,88,4.9,333,0
2022-06-01T11:55:00Z,14,87,5.6,334,0
2022-06-01T12:00:00Z,13.9,87,4.7,338,0
2022-06-01T12:05:00Z,13.9,87,5.5,332,0
2022-06-01T12:10:00Z,14,87,4.8,335,0
2022-06-01T12:15:00Z,14,87,4.7,327,0
2022-06-01T12:20:00Z,14,87,4.4,328,0
2022-06-01T12:25:00Z,14.1,88,3.9,327,0
2022-06-01T12:30:00Z,14.2,89,3.9,331,0
2022-06-01T12:35:00Z,14.2,88,4.8,340,0
2022-06-01T12:40:00Z,14.4,89,3.1,328,0
2022-06-01T12:45:00Z,14.5,88,3.9,333,0
2022-06-01T12:50:00Z,14.5,87,3.9,330,0
2022-06-01T12:55:00Z,14.3,85,5.2,325,0
2022-06-01T13:00:00Z,14.2,85,4.8,332,0
2022-06-01T13:05:00Z,14.2,86,4.7,325,0
2022-06-01T13:10:00Z,14.2,85,4.4,321,0
2022-06-01T13:15:00Z,14.1,85,4.4,318,0
2022-06-01T13:20:00Z,14.1,85,4,315,0
2022-06-01T13:25:00Z,14.2,85,4.6,336,0
2022-06-01T13:30:00Z,14.4,85,4,329,0
2022-06-01T13:35:00Z,14.5,85,3.9,336,0
2022-06-01T13:40:00Z,14.5,84,4.8,337,0
2022-06-01T13:45:00Z,14.5,83,5,333,0
2022-06-01T13:50:00Z,14.4,83,5.2,340,0
2022-06-01T13:55:00Z,14.4,84,5.3,341,0
2022-06-01T14:00:00Z,14.4,83,5.3,340,0
2022-06-01T14:05:00Z,14.4,84,5.6,335,0
2022-06-01T14:10:00Z,14.5,83,5.2,333,0
2022-06-01T14:15:00Z,14.7,82,3.8,333,0
2022-06-01T14:20:00Z,14.9,82,3.8,332,0
2022-06-01T14:25:00Z,14.9,82,4.7,342,0
2022-06-01T14:30:00Z,14.9,82,4.3,334,0
2022-06-01T14:35:00Z,14.9,81,4.4,329,0
2022-06-01T14:40:00Z,14.7,82,5.1,318,0
2022-06-01T14:45:00Z,14.7,82,4.5,325,0
2022-06-01T14:50:00Z,14.7,82,4.7,323,0
2022-06-01T14:55:00Z,14.8,81,4.2,322,0
2022-06-01T15:00:00Z,14.9,81,4.5,316,0
2022-06-01T15:05:00Z,15,79,4.4,335,0
2022-06-01T15:10:00Z,15.2,79,4.9,337,0
2022-06-01T15:15:00Z,15.4,77,4.3,328,0
2022-06-01T15:20:00Z,15.4,76,4.1,314,0
2022-06-01T15:25:00Z,15.1,77,5.1,310,0
2022-06-01T15:30:00Z,15.3,75,4,324,0
2022-06-01T15:35:00Z,15.6,74,4.6,331,0
2022-06-01T15:40:00Z,15.6,72,4.8,330,0
2022-06-01T15:45:00Z,15.6,70,5.3,324,0
2022-06-01T15:50:00Z,15.6,69,5.4,323,0
2022-06-01T15:55:00Z,15.6,68,5.4,338,0
2022-06-01T16:00:00Z,15.7,68,5.5,335,0
2022-06-01T16:05:00Z,15.8,68,4.5,338,0
2022-06-01T16:10:00Z,15.8,80,5.6,329,0
2022-06-01T16:15:00Z,15.6,90,5.5,333,0
2022-06-01T16:20:00Z,15.4,70,6,331,0
2022-06-01T16:25:00Z,15.6,67,5.2,334,0
2022-06-01T16:30:00Z,15.8,66,5,340,0
2022-06-01T16:35:00Z,16,63,4.1,330,0
2022-06-01T16:40:00Z,16,60,5.7,334,0
2022-06-01T16:45:00Z,16.1,61,4.8,335,0
2022-06-01T16:50:00Z,16.7,58,3.7,322,0
2022-06-01T16:55:00Z,16.6,59,4.8,347,0
2022-06-01T17:00:00Z,16.6,60,5,328,0
2022-06-01T17:05:00Z,16.6,59,4.5,337,0
2022-06-01T17:10:00Z,17.1,58,3.6,340,0
2022-06-01T17:15:00Z,17.2,59,4.2,348,0
2022-06-01T17:20:00Z,17.2,57,4.7,324,0
2022-06-01T17:25:00Z,17.1,56,4.4,318,0
2022-06-01T17:30:00Z,17.4,58,4.2,327,0
2022-06-01T17:35:00Z,17.2,58,5,344,0
2022-06-01T17:40:00Z,17.2,58,4.6,351,0
2022-06-01T17:45:00Z,17.5,57,3.8,352,0
2022-06-01T17:50:00Z,17.6,53,4.6,327,0
2022-06-01T17:55:00Z,17.5,50,5.8,329,0
2022-06-01T18:00:00Z,17.7,48,5.4,335,0
2022-06-01T18:05:00Z,17.7,47,5.8,337,0
2022-06-01T18:10:00Z,17.9,47,5,339,0
2022-06-01T18:15:00Z,17.9,46,4.1,341,0
2022-06-01T18:20:00Z,17.9,47,4.3,343,0
2022-06-01T18:25:00Z,18,47,4.8,351,0
2022-06-01T18:30:00Z,17.9,47,4.9,350,0
2022-06-01T18:35:00Z,18.1,48,4.9,348,0
2022-06-01T18:40:00Z,18.3,48,4.3,347,0
2022-06-01T18:45:00Z,18.3,45,4.3,337,0
2022-06-01T18:50:00Z,18.3,45,4.4,326,0
2022-06-01T18:55:00Z,18.3,46,4,335,0
2022-06-01T19:00:00Z,18.6,46,3.8,349,0
2022-06-01T19:05:00Z,18.5,47,3.5,349,0
2022-06-01T19:10:00Z,18.8,45,3.4,336,0
2022-06-01T19:15:00Z,18.7,45,3.9,335,0
2022-06-01T19:20:00Z,18.7,46,4.2,341,0
2022-06-01T19:25:00Z,18.7,45,3.2,336,0
2022-06-01T19:30:00Z,19.3,44,3,341,0
2022-06-01T19:35:00Z,18.8,44,3.2,337,0
2022-06-01T19:40:00Z,19,44,2,356,0
2022-06-01T19:45:00Z,19.2,45,2.4,12,0
2022-06-01T19:50:00Z,19.3,44,2.3,356,0
2022-06-01T19:55:00Z,19.4,44,2.2,18,0
2022-06-01T20:00:00Z,19,45,2.4,20,0
2022-06-01T20:05:00Z,19.2,45,2.8,355,0
2022-06-01T20:10:00Z,19.5,44,2.5,352,0
2022-06-01T20:15:00Z,19.8,43,2.3,2,0
2022-06-01T20:20:00Z,19.9,43,4.1,352,0
2022-06-01T20:25:00Z,19.9,43,3.3,345,0
2022-06-01T20:30:00Z,19.9,41,3.4,328,0
2022-06-01T20:35:00Z,20.1,41,3.3,338,0
2022-06-01T20:40:00Z,20,41,3.8,345,0
2022-06-01T20:45:00Z,20.3,41,3.3,312,0
2022-06-01T20:50:00Z,20.1,41,3.6,296,0
2022-06-01T20:55:00Z,20,41,3.4,297,0
2022-06-01T21:00:00Z,20.2,41,3.2,318,0
2022-06-01T21:05:00Z,20.2,41,3.6,322,0
2022-06-01T21:10:00Z,20.6,40,2,305,0
2022-06-01T21:15:00Z,20.6,39,2.8,315,0
2022-06-01T21:20:00Z,20.3,40,3.3,318,0
2022-06-01T21:25:00Z,20.3,38,3.6,297,0
2022-06-01T21:30:00Z,20.2,38,3.6,298,0
2022-06-01T21:35:00Z,20.6,38,2.6,337,0
2022-06-01T21:40:00Z,21.1,37,1.7,335,0
2022-06-01T21:45:00Z,21.1,38,1.7,344,0
2022-06-01T21:50:00Z,20.9,38,2.9,350,0
2022-06-01T21:55:00Z,20.8,38,3,313,0
2022-06-01T22:00:00Z,20.8,38,2.8,311,0
2022-06-01T22:05:00Z,20.7,37,2.9,315,0
2022-06-01T22:10:00Z,21,37,2.4,306,0
2022-06-01T22:15:00Z,21,36,4.1,335,0
2022-06-01T22:20:00Z,20.8,36,3.8,335,0
2022-06-01T22:25:00Z,21.3,36,2.3,329,0
2022-06-01T22:30:00Z,21.2,36,2.6,334,0
2022-06-01T22:35:00Z,21.1,37,3,343,0
2022-06-01T22:40:00Z,21.1,37,3,305,0
2022-06-01T22:45:00Z,21,37,3.2,300,0
2022-06-01T22:50:00Z,21.1,37,3.2,335,0
2022-06-01T22:55:00Z,21,38,3.9,342,0
2022-06-01T23:00:00Z,20.9,38,2.8,356,0
2022-06-01T23:05:00Z,20.9,37,2.6,2,0
2022-06-01T23:10:00Z,20.8,38,3.2,346,0
2022-06-01T23:15:00Z,20.9,39,3.1,343,0
2022-06-01T23:20:00Z,21.1,37,3.1,339,0
2022-06-01T23:25:00Z,21.1,37,2.9,334,0
2022-06-01T23:30:00Z,21,38,2.9,320,0
2022-06-01T23:35:00Z,20.9,37,3.7,324,0
2022-06-01T23:40:00Z,21.4,37,2.7,328,0
2022-06-01T23:45:00Z,21,37,3.7,309,0
2022-06-01T23:50:00Z,20.8,38,4.2,321,0
2022-06-01T23:55:00Z,20.8,38,4.4,328,0
2022-06-02T00:00:00Z,20.7,36,4.2,329,0
2022-06-02T00:05:00Z,20.7,37,3.7,322,0
2022-06-02T00:10:00Z,20.7,36,3.6,335,0
2022-06-02T00:15:00Z,20.6,37,4.1,330,0
2022-06-02T00:20:00Z,20.6,37,3.4,328,0
2022-06-02T00:25:00Z,20.6,37,3.7,335,0
2022-06-02T00:30:00Z,20.4,37,3.8,329,0
2022-06-02T00:35:00Z,20.3,37,3.8,320,0
2022-06-02T00:40:00Z,20.2,38,3.2,333,0
2022-06-02T00:45:00Z,20.1,39,3.2,331,0
2022-06-02T00:50:00Z,20,39,3,319,0
2022-06-02T00:55:00Z,20,39,2.7,323,0
2022-06-02T01:00:00Z,20,39,2.8,328,0
2022-06-02T01:05:00Z,19.9,39,3.3,330,0
2022-06-02T01:10:00Z,19.8,40,3.6,330,0
2022-06-02T01:15:00Z,19.7,40,3.9,318,0
2022-06-02T01:20:00Z,19.6,41,3.7,311,0
2022-06-02T01:25:00Z,19.5,40,4.4,313,0
2022-06-02T01:30:00Z,19.5,40,4.6,309,0
2022-06-02T01:35:00Z,19.5,40,5,312,0
2022-06-02T01:40:00Z,19.4,40,5.1,309,0
2022-06-02T01:45:00Z,19.4,40,4.5,306,0
2022-06-02T01:50:00Z,19.4,41,4.3,305,0
2022-06-02T01:55:00Z,19.4,40,4.6,305,0
2022-06-02T02:00:00Z,19.3,41,4.4,305,0
2022-06-02T02:05:00Z,19.3,41,5.1,300,0
2022-06-02T02:10:00Z,19.3,41,5.4,304,0
2022-06-02T02:15:00Z,19.1,41,4,307,0
2022-06-02T02:20:00Z,19,42,3.7,306,0
2022-06-02T02:25:00Z,19,42,3.3,304,0
2022-06-02T02:30:00Z,18.9,43,3.7,308,0
2022-06-02T02:35:00Z,18.9,43,3.5,304,0
2022-06-02T02:40:00Z,18.9,42,4.4,295,0
2022-06-02T02:45:00Z,18.9,42,3.7,297,0
2022-06-02T02:50:00Z,18.8,43,3.8,303,0
2022-06-02T02:55:00Z,18.7,43,3.8,307,0
2022-06-02T03:00:00Z,18.6,44,3.8,304,0
2022-06-02T03:05:00Z,18.6,44,4,310,0
2022-06-02T03:10:00Z,18.5,45,4,305,0
2022-06-02T03:15:00Z,18.4,45,4.7,305,0
2022-06-02T03:20:00Z,18.4,46,5,302,0
2022-06-02T03:25:00Z,18.4,46,4.6,306,0
2022-06-02T03:30:00Z,18.3,47,4.5,311,0
2022-06-02T03:35:00Z,18.2,47,3.7,308,0
2022-06-02T03:40:00Z,18.2,48,3.6,305,0
2022-06-02T03:45:00Z,18.1,48,3.5,304,0
2022-06-02T03:50:00Z,18.1,48,4.4,298,0
2022-06-02T03:55:00Z,18.2,47,3.3,307,0
2022-06-02T04:00:00Z,18.1,47,3.3,304,0
2022-06-02T04:05:00Z,18.1,48,4.4,302,0
2022-06-02T04:10:00Z,18.1,48,4.2,309,0
2022-06-02T04:15:00Z,18,48,4.1,312,0
2022-06-02T04:20:00Z,17.9,48,4.4,314,0
2022-06-02T04:25:00Z,17.8,49,4.4,314,0
2022-06-02T04:30:00Z,17.7,50,4.3,317,0
2022-06-02T04:35:00Z,17.6,51,3.5,322,0
2022-06-02T04:40:00Z,17.5,52,3.5,323,0
2022-06-02T04:45:00Z,17.4,53,3.1,325,0
2022-06-02T04:50:00Z,17.3,53,3.5,326,0
2022-06-02T04:55:00Z,17.3,54,2.8,325,0
2022-06-02T05:00:00Z,17.3,54,3.4,322,0
2022-06-02T05:05:00Z,17.3,54,3,327,0
2022-06-02T05:10:00Z,17.2,55,3,333,0
2022-06-02T05:15:00Z,17.1,55,2.9,333,0
2022-06-02T05:20:00Z,17.1,56,3,333,0
2022-06-02T05:25:00Z,17,56,3,329,0
2022-06-02T05:30:00Z,17,56,3.5,321,0
2022-06-02T05:35:00Z,16.9,56,3.6,319,0
2022-06-02T05:40:00Z,16.9,56,3.9,316,0
2022-06-02T05:45:00Z,16.8,56,4,316,0
2022-06-02T05:50:00Z,16.8,56,4.6,313,0
2022-06-02T05:55:00Z,16.8,56,4.4,312,0
2022-06-02T06:00:00Z,16.7,56,4.5,313,0
2022-06-02T06:05:00Z,16.6,57,4.5,312,0
2022-06-02T06:10:00Z,16.6,57,4.6,315,0
2022-06-02T06:15:00Z,16.6,57,4.5,313,0
2022-06-02T06:20:00Z,16.5,57,4.4,316,0
2022-06-02T06:25:00Z,16.4,57,4.5,313,0
2022-06-02T06:30:00Z,16.4,58,3.9,307,0
2022-06-02T06:35:00Z,16.3,58,3.7,311,0
2022-06-02T06:40:00Z,16.2,58,3.9,311,0
2022-06-02T06:45:00Z,16.1,59,3.9,308,0
2022-06-02T06:50:00Z,16,59,4.1,305,0
2022-06-02T06:55:00Z,15.9,60,4.3,304,0
2022-06-02T07:00:00Z,15.9,61,3.9,307,0
2022-06-02T07:05:00Z,15.9,61,3.9,304,0
2022-06-02T07:10:00Z,15.8,61,4.2,304,0
2022-06-02T07:15:00Z,15.9,61,3.9,304,0
2022-06-02T07:20:00Z,15.9,61,4.2,299,0
2022-06-02T07:25:00Z,15.8,61,4,302,0
2022-06-02T07:30:00Z,15.7,62,4,302,0
2022-06-02T07:35:00Z,15.7,63,4,305,0
2022-06-02T07:40:00Z,15.5,64,4.3,305,0
2022-06-02T07:45:00Z,15.4,65,4.5,306,0
2022-06-02T07:50:00Z,15.3,65,4.3,303,0
2022-06-02T07:55:00Z,15.2,67,4.3,309,0
2022-06-02T08:00:00Z,15,68,4.5,308,0
2022-06-02T08:05:00Z,14.9,70,4.8,311,0
2022-06-02T08:10:00Z,14.8,72,4.9,307,0
2022-06-02T08:15:00Z,14.7,74,4.8,309,0
2022-06-02T08:20:00Z,14.6,74,4.7,310,0
2022-06-02T08:25:00Z,14.7,73,4.9,315,0
2022-06-02T08:30:00Z,14.8,72,4.8,317,0
2022-06-02T08:35:00Z,14.5,75,4.7,313,0
2022-06-02T08:40:00Z,14.4,76,4.8,313,0
2022-06-02T08:45:00Z,14.4,77,5,305,0
2022-06-02T08:50:00Z,14.4,77,5.1,305,0
2022-06-02T08:55:00Z,14.5,76,4.5,303,0
2022-06-02T09:00:00Z,14.5,75,4.5,304,0
2022-06-02T09:05:00Z,14.5,74,4.8,302,0
2022-06-02T09:10:00Z,14.4,74,4.4,306,0
2022-06-02T09:15:00Z,14.4,75,5.1,303,0
2022-06-02T09:20:00Z,14.3,75,4.7,303,0
2022-06-02T09:25:00Z,14.3,75,4,308,0
2022-06-02T09:30:00Z,14.3,76,4.5,304,0
2022-06-02T09:35:00Z,14.2,76,4.7,312,0
2022-06-02T09:40:00Z,14.2,76,4.5,314,0
2022-06-02T09:45:00Z,14.1,77,4.2,315,0
2022-06-02T09:50:00Z,14,78,4.1,307,0
2022-06-02T09:55:00Z,14,78,4.1,311,0
2022-06-02T10:00:00Z,14,77,3.8,309,0
2022-06-02T10:05:00Z,13.8,79,3.9,306,0
2022-06-02T10:10:00Z,13.6,81,4.1,307,0
2022-06-02T10:15:00Z,13.4,84,4.2,310,0
2022-06-02T10:20:00Z,13.4,85,3.7,307,0
2022-06-02T10:25:00Z,13.4,85,4.1,309,0
2022-06-02T10:30:00Z,13.3,86,4,307,0
2022-06-02T10:35:00Z,13.4,85,3.8,307,0
2022-06-02T10:40:00Z,13.5,83,4,308,0
2022-06-02T10:45:00Z,13.7,81,4.2,304,0
2022-06-02T10:50:00Z,13.6,81,3.4,304,0
2022-06-02T10:55:00Z,13.7,81,2.9,305,0
2022-06-02T11:00:00Z,13.6,81,3.4,302,0
2022-06-02T11:05:00Z,13.4,83,2.9,305,0
2022-06-02T11:10:00Z,13.6,82,3.6,299,0
2022-06-02T11:15:00Z,13.7,81,3.1,302,0
2022-06-02T11:20:00Z,13.8,79,3.3,298,0
2022-06-02T11:25:00Z,13.7,80,3.4,304,0
2022-06-02T11:30:00Z,13.7,81,2.7,307,0
2022-06-02T11:35:00Z,13.7,82,3,308,0
2022-06-02T11:40:00Z,13.7,82,3.2,308,0
2022-06-02T11:45:00Z,13.7,82,3.2,310,0
2022-06-02T11:50:00Z,13.8,82,2.9,310,0
2022-06-02T11:55:00Z,13.9,81,3.3,308,0
2022-06-02T12:00:00Z,13.9,80,3.7,308,0
2022-06-02T12:05:00Z,13.9,80,3.7,309,0
2022-06-02T12:10:00Z,14.1,79,3.2,308,0
2022-06-02T12:15:00Z,14.1,79,3.4,306,0
2022-06-02T12:20:00Z,14.2,78,3.3,310,0
2022-06-02T12:25:00Z,14.3,76,3.4,309,0
2022-06-02T12:30:00Z,14.4,74,3.7,311,0
2022-06-02T12:35:00Z,14.5,73,2.9,315,0
2022-06-02T12:40:00Z,14.9,72,2.7,325,0
2022-06-02T12:45:00Z,15,71,2.7,323,0
2022-06-02T12:50:00Z,14.9,72,2.9,324,0
2022-06-02T12:55:00Z,14.9,72,4,324,0
2022-06-02T13:00:00Z,14.9,69,4.7,322,0
2022-06-02T13:05:00Z,14.9,69,4.2,321,0
2022-06-02T13:10:00Z,15,70,4.1,313,0
2022-06-02T13:15:00Z,15,70,4.4,313,0
2022-06-02T13:20:00Z,15.3,69,3.2,319,0
2022-06-02T13:25:00Z,15.6,68,3,325,0
2022-06-02T13:30:00Z,15.8,65,3.7,334,0
2022-06-02T13:35:00Z,15.7,62,4,323,0
2022-06-02T13:40:00Z,15.6,61,4,321,0
2022-06-02T13:45:00Z,16,62,2.7,334,0
2022-06-02T13:50:00Z,15.9,60,3.5,321,0
2022-06-02T13:55:00Z,16,59,2.8,314,0
2022-06-02T14:00:00Z,16.1,60,3,329,0
2022-06-02T14:05:00Z,16.5,58,2.8,314,0
2022-06-02T14:10:00Z,16.3,57,3.9,313,0
2022-06-02T14:15:00Z,16.5,57,3.2,316,0
2022-06-02T14:20:00Z,16.4,55,4.1,325,0
2022-06-02T14:25:00Z,16.9,55,3.5,343,0
2022-06-02T14:30:00Z,17,53,3.7,329,0
2022-06-02T14:35:00Z,17,52,3.7,338,0
2022-06-02T14:40:00Z,17.1,50,3.8,332,0
2022-06-02T14:45:00Z,17.2,48,4.3,329,0
2022-06-02T14:50:00Z,17.4,48,4.4,336,0
2022-06-02T14:55:00Z,17.5,46,4.6,344,0
2022-06-02T15:00:00Z,17.6,45,4.6,336,0
2022-06-02T15:05:00Z,17.7,43,5.2,340,0
2022-06-02T15:10:00Z,17.7,44,4.4,347,0
2022-06-02T15:15:00Z,18.1,44,3.2,339,0
2022-06-02T15:20:00Z,18.1,42,4.6,343,0
2022-06-02T15:25:00Z,18,43,4.6,337,0
2022-06-02T15:30:00Z,18,42,5.3,336,0
2022-06-02T15:35:00Z,18.1,42,5.3,328,0
2022-06-02T15:40:00Z,17.9,39,5.4,306,0
2022-06-02T15:45:00Z,18.2,41,4.5,324,0
2022-06-02T15:50:00Z,18.4,41,3.4,304,0
2022-06-02T15:55:00Z,18.5,41,3.7,323,0
2022-06-02T16:00:00Z,18.5,41,4.6,313,0
2022-06-02T16:05:00Z,18.3,40,4.9,326,0
2022-06-02T16:10:00Z,18.4,40,4.5,313,0
2022-06-02T16:15:00Z,18.5,39,4.9,299,0
2022-06-02T16:20:00Z,18.6,40,4.5,300,0
2022-06-02T16:25:00Z,18.8,39,3.5,322,0
2022-06-02T16:30:00Z,18.7,39,3,300,0
2022-06-02T16:35:00Z,19.3,38,2,324,0
2022-06-02T16:40:00Z,19.3,37,3.8,337,0
